time,cmd_linear,cmd_angular,VelocityEncR,VelocityEncL
1.6830,0.0000,0.0000,0.0000,0.0000
1.7030,0.0000,0.0000,0.0000,0.0000
1.7229,0.0000,0.0000,0.0000,0.0000
1.7431,0.0000,0.0000,0.0000,0.0000
1.7632,0.0000,0.0000,0.0000,0.0000
1.7834,0.0000,0.0000,0.0000,0.0000
1.8034,0.0000,0.0000,0.0000,0.0000
1.8231,0.0000,0.0000,0.0000,0.0000
1.8430,0.0000,0.0000,0.0000,0.0000
1.8630,0.0000,0.0000,0.0000,0.0000
1.8831,0.0000,0.0000,0.0000,0.0000
1.9031,0.0000,0.0000,0.0000,0.0000
1.9230,0.0000,0.0000,0.0000,0.0000
1.9430,0.0000,0.0000,0.0000,0.0000
1.9631,0.0000,0.0000,0.0000,0.0000
1.9832,0.0000,0.0000,0.0000,0.0000
2.0029,0.0000,0.0000,0.0000,0.0000
2.0231,0.0000,0.0000,0.0000,0.0000
2.0431,0.0000,0.0000,0.0000,0.0000
2.0632,0.0000,0.0000,0.0000,0.0000
2.0831,0.0000,0.0000,0.0000,0.0000
2.1033,0.0000,0.0000,0.0000,0.0000
2.1231,0.0000,0.0000,0.0000,0.0000
2.1429,0.0000,0.0000,0.0000,0.0000
2.1629,0.0000,0.0000,0.0000,0.0000
2.1831,0.0000,0.0000,0.0000,0.0000
2.2031,0.0000,0.0000,0.0000,0.0000
2.2231,0.0000,0.0000,0.0000,0.0000
2.2431,0.0000,0.0000,0.0000,0.0000
2.2631,0.0000,0.0000,0.0000,0.0000
2.2829,0.0000,0.0000,0.0000,0.0000
2.3029,0.0000,0.0000,0.0000,0.0000
2.3230,0.0000,0.0000,0.0000,0.0000
2.3429,0.0000,0.0000,0.0000,0.0000
2.3631,0.0000,0.0000,0.0000,0.0000
2.3829,0.0000,0.0000,0.0000,0.0000
2.4031,0.0000,0.0000,0.0000,0.0000
2.4231,0.0000,0.0000,0.0000,0.0000
2.4431,0.0000,0.0000,0.0000,0.0000
2.4631,0.0000,0.0000,0.0000,0.0000
2.4831,0.0000,0.0000,0.0000,0.0000
2.5031,0.0000,0.0000,0.0000,0.0000
2.5231,0.0000,0.0000,0.0000,0.0000
2.5429,0.0000,0.0000,0.0000,0.0000
2.5631,0.0000,0.0000,0.0000,0.0000
2.5831,0.0000,0.0000,0.0000,0.0000
2.6031,0.0000,0.0000,0.0000,0.0000
2.6231,0.0000,0.0000,0.0000,0.0000
2.6429,0.0000,0.0000,0.0000,0.0000
2.6631,0.0000,0.0000,0.0000,0.0000
2.6831,0.0000,0.0000,0.0000,0.0000
2.7031,0.0000,0.0000,0.0000,0.0000
2.7231,0.0000,0.0000,0.0000,0.0000
2.7431,0.0000,0.0000,0.0000,0.0000
2.7631,0.0000,0.0000,0.0000,0.0000
2.7832,0.0000,0.0000,0.0000,0.0000
2.8032,0.0000,0.0000,0.0000,0.0000
2.8229,0.0000,0.0000,0.0000,0.0000
2.8431,0.0000,0.0000,0.0000,0.0000
2.8630,0.0000,0.0000,0.0000,0.0000
2.8830,0.0000,0.0000,0.0000,0.0000
2.9030,0.0000,0.0000,0.0000,0.0000
2.9230,0.0000,0.0000,0.0000,0.0000
2.9431,0.0000,0.0000,0.0000,0.0000
2.9631,0.0000,0.0000,0.0000,0.0000
2.9830,0.0000,0.0000,0.0000,0.0000
3.0031,0.0000,0.0000,0.0000,0.0000
3.0231,0.0000,0.0000,0.0000,0.0000
3.0429,0.0000,0.0000,0.0000,0.0000
3.0631,0.0000,0.0000,0.0000,0.0000
3.0830,0.0000,0.0000,0.0000,0.0000
3.1031,0.0000,0.0000,0.0000,0.0000
3.1231,0.0000,0.0000,0.0000,0.0000
3.1431,0.0000,0.0000,0.0000,0.0000
3.1631,0.0000,0.0000,0.0000,0.0000
3.1831,0.0000,0.0000,0.0000,0.0000
3.2030,0.0000,0.0000,0.0000,0.0000
3.2229,0.0000,0.0000,0.0000,0.0000
3.2430,0.0000,0.0000,0.0000,0.0000
3.2631,0.0000,0.0000,0.0000,0.0000
3.2831,0.0000,0.0000,0.0000,0.0000
3.3031,0.0000,0.0000,0.0000,0.0000
3.3230,0.0000,0.0000,0.0000,0.0000
3.3432,0.0000,0.0000,0.0000,0.0000
3.3629,0.0000,0.0000,0.0000,0.0000
3.3829,0.0000,0.0000,0.0000,0.0000
3.4031,0.0000,0.0000,0.0000,0.0000
3.4232,0.0000,0.0000,0.0000,0.0000
3.4431,0.0000,0.0000,0.0000,0.0000
3.4631,0.0000,0.0000,0.0000,0.0000
3.4831,0.0000,0.0000,0.0000,0.0000
3.5031,0.0000,0.0000,0.0000,0.0000
3.5231,0.0000,0.0000,0.0000,0.0000
3.5431,0.0000,0.0000,0.0000,0.0000
3.5631,0.0000,0.0000,0.0000,0.0000
